ОПШТИНА_ГРАД,ВРСТА_ПРОМЕНЕ,16.02.2026 – 22.02.2026,23.02.2026 – 01.03.2026,02.03.2026 – 08.03.2026,УКУПНО
БОР - ГРАД,Упис по основу стицања пунолетства,11,14,37,62
БОСИЛЕГРАД,Брисање по основу одјаве пребивалишта,1,2,2,5
БОСИЛЕГРАД,Брисање по основу смрти лица,3,1,3,7
БОСИЛЕГРАД,Промена адресе пребивалишта,14,32,20,66
БОСИЛЕГРАД,Упис по основу стицања пунолетства,2,0,1,3
БРУС,Брисање по основу одјаве пребивалишта,1,7,8,16
БРУС,Брисање по основу смрти лица,7,4,3,14
БРУС,Брисање по службеној дужности,0,0,1,1
БРУС,Промена адресе пребивалишта,23,45,24,92
БРУС,Промена личних података,0,3,1,4
БРУС,Упис по основу пријаве пребивалишта,1,2,1,4
БРУС,Упис по основу стицања пунолетства,1,2,2,5
БУЈАНОВАЦ,Брисање по основу одјаве пребивалишта,3,9,5,17
БУЈАНОВАЦ,Брисање по основу отпуста из држављанства,0,0,3,3
БУЈАНОВАЦ,Брисање по основу смрти лица,5,5,11,21
БУЈАНОВАЦ,Исправка техничке грешке,0,2,3,5
БУЈАНОВАЦ,Промена адресе пребивалишта,68,67,69,204
БУЈАНОВАЦ,Промена личних података,52,74,109,235
БУЈАНОВАЦ,Упис по основу пријаве пребивалишта,59,19,15,93
БУЈАНОВАЦ,Упис по основу стицања пунолетства,11,14,15,40
ВАЉЕВО - ГРАД,Брисање по основу губитка пословне способности,0,2,0,2
ВАЉЕВО - ГРАД,Брисање по основу одјаве пребивалишта,12,15,16,43
ВАЉЕВО - ГРАД,Брисање по основу отпуста из држављанства,0,0,1,1
ВАЉЕВО - ГРАД,Брисање по основу смрти лица,14,20,20,54
ВАЉЕВО - ГРАД,Промена адресе пребивалишта,20,40,28,88
ВАЉЕВО - ГРАД,Промена личних података,8,11,2,21
ВАЉЕВО - ГРАД,Упис по основу пријаве пребивалишта,7,11,15,33
ВАЉЕВО - ГРАД,Упис по основу пријема у држављанство,1,1,0,2
ВАЉЕВО - ГРАД,Упис по основу стицања пунолетства,11,12,19,42
ВАРВАРИН,Брисање по основу одјаве пребивалишта,3,5,1,9
ВАРВАРИН,Брисање по основу отпуста из држављанства,0,1,0,1
ВАРВАРИН,Брисање по основу смрти лица,4,5,8,17
ВАРВАРИН,Брисање по службеној дужности,2,1,4,7
ВАРВАРИН,Исправка техничке грешке,1,0,1,2
ВАРВАРИН,Промена адресе пребивалишта,46,58,37,141
ВАРВАРИН,Промена личних података,2,2,1,5
ВАРВАРИН,Упис по основу пријаве пребивалишта,2,7,2,11
ВАРВАРИН,Упис по основу стицања пунолетства,6,3,2,11
